ticker,name,country,category
ARCL,ARC Group Acquisition I Corp - Class A Ordinary Shares,United States,Broad US equity universe
ARCO,Arcos Dorados Holdings Inc. Class A Shares,United States,Broad US equity universe
ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,United States,Broad US equity universe
ARDC,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares",United States,Broad US equity universe
ARDT,"Ardent Health, Inc. Common Stock",United States,Broad US equity universe
ARDX,"Ardelyx, Inc. - Common Stock",United States,Broad US equity universe
ARE,"Alexandria Real Estate Equities, Inc. Common Stock",United States,Broad US equity universe
AREC,American Resources Corporation - Class A Common Stock,United States,Broad US equity universe
AREN,"The Arena Group Holdings, Inc. Common Stock",United States,Broad US equity universe
ARES,Ares Management Corporation Class A Common Stock,United States,Broad US equity universe
ARHS,"Arhaus, Inc. - Class A Common Stock",United States,Broad US equity universe
ARI,"Apollo Commercial Real Estate Finance, Inc",United States,Broad US equity universe
ARIS,Aris Mining Corporation Common Shares,United States,Broad US equity universe
ARKO,ARKO Corp. - Common Stock,United States,Broad US equity universe
ARKR,Ark Restaurants Corp. - Common Stock,United States,Broad US equity universe
ARL,"American Realty Investors, Inc. Common Stock",United States,Broad US equity universe
ARLO,"Arlo Technologies, Inc. Common Stock",United States,Broad US equity universe
ARMK,Aramark Common Stock,United States,Broad US equity universe
ARMP,"Armata Pharmaceuticals, Inc. Common Stock",United States,Broad US equity universe
AROC,"Archrock, Inc. Common Stock",United States,Broad US equity universe
AROW,Arrow Financial Corporation - Common Stock,United States,Broad US equity universe
ARQ,"Arq, Inc. - Common Stock",United States,Broad US equity universe
ARQQ,Arqit Quantum Inc. - Ordinary Shares,United States,Broad US equity universe
ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",United States,Broad US equity universe
ARR,"ARMOUR Residential REIT, Inc.",United States,Broad US equity universe
ARRY,"Array Technologies, Inc. - Common Stock",United States,Broad US equity universe
ARTC,Art Technology Acquisition Corp. - Class A Ordinary Shares,United States,Broad US equity universe
ARTL,"Artelo Biosciences, Inc. - Common Stock",United States,Broad US equity universe
ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,United States,Broad US equity universe
ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",United States,Broad US equity universe
ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",United States,Broad US equity universe
ARVN,"Arvinas, Inc. - Common Stock",United States,Broad US equity universe
ARW,"Arrow Electronics, Inc. Common Stock",United States,Broad US equity universe
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",United States,Broad US equity universe
ARX,Accelerant Holdings Class A Common Shares,United States,Broad US equity universe
ARXS,"Arxis, Inc. - Class A Common Stock",United States,Broad US equity universe
AS,"Amer Sports, Inc. Ordinary Shares",United States,Broad US equity universe
ASA,ASA  Gold and Precious Metals Limited,United States,Broad US equity universe
ASAN,"Asana, Inc. Class A Common Stock",United States,Broad US equity universe
ASB,Associated Banc-Corp Common Stock,United States,Broad US equity universe
ASBP,"Aspire Biopharma Holdings, Inc.  - Common Stock",United States,Broad US equity universe
ASC,Ardmore Shipping Corporation Common Stock,United States,Broad US equity universe
ASG,"Liberty All-Star Growth Fund, Inc.",United States,Broad US equity universe
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,United States,Broad US equity universe
ASH,Ashland Inc. Common Stock,United States,Broad US equity universe
ASIC,Ategrity Specialty Insurance Company Holdings Common Stock,United States,Broad US equity universe
ASIX,AdvanSix Inc. Common Stock ,United States,Broad US equity universe
ASLE,AerSale Corporation - Common Stock,United States,Broad US equity universe
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),United States,Broad US equity universe
ASMB,"Assembly Biosciences, Inc. - Common Stock",United States,Broad US equity universe
ASML,ASML Holding N.V. - New York Registry Shares,United States,Broad US equity universe
ASND,Ascendis Pharma A/S - Ordinary Share,United States,Broad US equity universe
ASO,"Academy Sports and Outdoors, Inc. - Common Stock",United States,Broad US equity universe
ASPC,A SPAC III Acquisition Corp. - Class A Ordinary Shares,United States,Broad US equity universe
ASPI,ASP Isotopes Inc. - Common Stock,United States,Broad US equity universe
ASPN,"Aspen Aerogels, Inc. Common Stock",United States,Broad US equity universe
ASPS,Altisource Portfolio Solutions S.A. - Common Stock,United States,Broad US equity universe
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",United States,Broad US equity universe
ASRV,AmeriServ Financial Inc. - Common Stock,United States,Broad US equity universe
ASST,"Strive, Inc. - Class A Common Stock",United States,Broad US equity universe
ASTC,Astrotech Corporation - Common Stock,United States,Broad US equity universe
ASTE,"Astec Industries, Inc. - Common Stock",United States,Broad US equity universe
ASTH,Astrana Health Inc. - Common Stock,United States,Broad US equity universe
ASTI,"Ascent Solar Technologies, Inc - Common Stock",United States,Broad US equity universe
ASTL,Algoma Steel Group Inc. - Common Shares,United States,Broad US equity universe
ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",United States,Broad US equity universe
ASUR,Asure Software Inc - Common Stock,United States,Broad US equity universe
ASYS,"Amtech Systems, Inc. - Common Stock",United States,Broad US equity universe
ATAI,AtaiBeckley Inc. - Common Stock,United States,Broad US equity universe
ATCH,"AtlasClear Holdings, Inc. Common Stock",United States,Broad US equity universe
ATCX,Atlas Critical Minerals Corporation - Common Stock,United States,Broad US equity universe
ATEC,"Alphatec Holdings, Inc. - Common Stock",United States,Broad US equity universe
ATEN,"A10 Networks, Inc. Common Stock",United States,Broad US equity universe
ATER,"Aterian, Inc. - Common Stock",United States,Broad US equity universe
ATEX,Anterix Inc. - Common Stock,United States,Broad US equity universe
ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,United States,Broad US equity universe
ATHR,"Aether Holdings, Inc. - Common Stock",United States,Broad US equity universe
ATI,ATI Inc. Common Stock,United States,Broad US equity universe
ATII,Archimedes Tech SPAC Partners II Co. - Ordinary Shares,United States,Broad US equity universe
ATKR,Atkore Inc. Common Stock,United States,Broad US equity universe
ATLC,Atlanticus Holdings Corporation - Common Stock,United States,Broad US equity universe
ATLO,Ames National Corporation - Common Stock,United States,Broad US equity universe
ATLX,Atlas Lithium Corporation - Common Stock,United States,Broad US equity universe
ATMP,iPath Select MLP ETN,United States,Broad US equity universe
ATMU,Atmus Filtration Technologies Inc. Common Stock,United States,Broad US equity universe
ATNI,"ATN International, Inc. - Common Stock",United States,Broad US equity universe
ATNM,"Actinium Pharmaceuticals, Inc. (Delaware) Common Stock",United States,Broad US equity universe
ATO,Atmos Energy Corporation Common Stock,United States,Broad US equity universe
ATOM,Atomera Incorporated - Common Stock,United States,Broad US equity universe
ATOS,"Atossa Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
ATPC,Agape ATP Corporation - Common Stock,United States,Broad US equity universe
ATR,"AptarGroup, Inc. Common Stock",United States,Broad US equity universe
ATRA,"Atara Biotherapeutics, Inc. - Common Stock",United States,Broad US equity universe
ATRC,"AtriCure, Inc. - Common Stock",United States,Broad US equity universe
ATRO,Astronics Corporation - Common Stock,United States,Broad US equity universe
ATS,ATS Corporation Common Shares,United States,Broad US equity universe
ATTO,"Attovia Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
ATXG,Addentax Group Corp. - Common Stock,United States,Broad US equity universe
ATYR,"aTyr Pharma, Inc. - Common Stock",United States,Broad US equity universe
AU,AngloGold Ashanti PLC Ordinary Shares,United States,Broad US equity universe
AUB,Atlantic Union Bankshares Corporation Common Stock,United States,Broad US equity universe
AUBN,"Auburn National Bancorporation, Inc. - Common Stock",United States,Broad US equity universe
AUC,ATIF Holdings Limited - Ordinary Shares,United States,Broad US equity universe
AUDC,AudioCodes Ltd. - Ordinary Shares,United States,Broad US equity universe
AUGO,Aura Minerals Inc. - Common Shares,United States,Broad US equity universe
AUID,authID Inc. - Common Stock,United States,Broad US equity universe
AUNA,Auna SA Class A Ordinary Shares,United States,Broad US equity universe
AUPH,Aurinia Pharmaceuticals Inc - Common Shares,United States,Broad US equity universe
AUR,"Aurora Innovation, Inc.  - Class A Common Stock",United States,Broad US equity universe
AURA,"Aura Biosciences, Inc. - Common Stock",United States,Broad US equity universe
AURE,Aurelion Inc.  - Class A Ordinary Shares,United States,Broad US equity universe
AUST,Austin Gold Corp. Common Shares,United States,Broad US equity universe
AUUD,Auddia Inc. - Common Stock,United States,Broad US equity universe
AVA,Avista Corporation Common Stock,United States,Broad US equity universe
AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,United States,Broad US equity universe
AVAT,Avalanche Treasury Corporation - Class A Common Stock,United States,Broad US equity universe
AVAV,"AeroVironment, Inc. - Common Stock",United States,Broad US equity universe
AVB,"AvalonBay Communities, Inc. Common Stock",United States,Broad US equity universe
AVBC,"Avidia Bancorp, Inc. Common Stock",United States,Broad US equity universe
AVBH,"Avidbank Holdings, Inc. - Common Stock",United States,Broad US equity universe
AVBP,"ArriVent BioPharma, Inc. - Common Stock",United States,Broad US equity universe
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),United States,Broad US equity universe
AVEX,AEVEX Corp. Class A Common Stock,United States,Broad US equity universe
AVGO,Broadcom Inc. - Common Stock,United States,Broad US equity universe
AVIR,"Atea Pharmaceuticals, Inc. - common stock",United States,Broad US equity universe
AVK,Advent Convertible and Income Fund,United States,Broad US equity universe
AVLN,Avalyn Pharma Inc. - common stock,United States,Broad US equity universe
AVNT,Avient Corporation Common Stock,United States,Broad US equity universe
AVNW,"Aviat Networks, Inc. - Common Stock",United States,Broad US equity universe
AVO,"Mission Produce, Inc. - Common Stock",United States,Broad US equity universe
AVPT,"AvePoint, Inc. - Class A Common Stock",United States,Broad US equity universe
AVR,Anteris Technologies Global Corp. - Common Stock,United States,Broad US equity universe
AVT,"Avnet, Inc. - Common Stock",United States,Broad US equity universe
AVTR,"Avantor, Inc. Common Stock",United States,Broad US equity universe
AVTX,"Avalo Therapeutics, Inc. - Common Stock",United States,Broad US equity universe
AVX,Avax One Technology Ltd. - Common Shares,United States,Broad US equity universe
AVXL,Anavex Life Sciences Corp. - Common Stock,United States,Broad US equity universe
AVY,Avery Dennison Corporation Common Stock,United States,Broad US equity universe
AWF,Alliancebernstein Global High Income Fund,United States,Broad US equity universe
AWI,Armstrong World Industries Inc Common Stock,United States,Broad US equity universe
AWK,"American Water Works Company, Inc. Common Stock",United States,Broad US equity universe
AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,United States,Broad US equity universe
AWR,American States Water Company Common Stock,United States,Broad US equity universe
AWRE,"Aware, Inc. - Common Stock",United States,Broad US equity universe
AWX,Avalon Holdings Corporation Common Stock,United States,Broad US equity universe
AX,"Axos Financial, Inc. Common Stock",United States,Broad US equity universe
AXG,Solowin Holdings - Class A Ordinary Share,United States,Broad US equity universe
AXGN,"Axogen, Inc. - Common Stock",United States,Broad US equity universe
AXIL,"AXIL Brands, Inc. Common Stock",United States,Broad US equity universe
AXIN,Axiom Intelligence Acquisition Corp 1 - Class A Ordinary Shares,United States,Broad US equity universe
AXON,"Axon Enterprise, Inc. - Common Stock",United States,Broad US equity universe
AXP,American Express Company Common Stock,United States,Broad US equity universe
